tfopwg_disp
PC
KP
PC
PC
PC
CP
PC
PC
CP
CP
PC
FP
PC
CP
FP
PC
APC
KP
PC
PC
PC
PC
KP
PC
PC
FP
PC
CP
FP
CP
PC
PC
KP
PC
PC
PC
PC
CP
KP
FP
PC
PC
FP
CP
PC
KP
PC
PC
PC
PC
PC
KP
KP
PC
APC
PC
PC
PC
PC
PC
PC
CP
PC
PC
CP
PC
PC
FP
PC
PC
CP
PC
APC
PC
PC
APC
PC
KP
APC
CP
PC
PC
PC
CP
FP
PC
PC
PC
PC
APC
PC
FP
PC
PC
APC
FP
PC
PC
PC
PC
PC
KP
CP
PC
PC
FP
PC
PC
FP
APC
PC
PC
FP
PC
CP
PC
PC
PC
PC
FP
PC
PC
PC
FP
CP
APC
PC
CP
PC
FP
PC
PC
PC
FP
PC
PC
PC
CP
FP
PC
PC
APC
FP
PC
PC
PC
PC
CP
PC
FP
PC
PC
PC
PC
FP
PC
KP
KP
PC
FP
FP
PC
PC
KP
PC
CP
PC
CP
PC
PC
FP
PC
PC
KP
FP
APC
FP
PC
APC
FP
APC
PC
PC
PC
FP
PC
PC
PC
PC
PC
CP
FP
FP
PC
APC
PC
APC
PC
APC
KP
PC
PC
PC
FA
KP
PC
FP
APC
PC
PC
PC
CP
PC
APC
KP
APC
PC
PC
PC
PC
PC
FP
PC
PC
APC
PC
PC
CP
PC
PC
PC
PC
PC
PC
FP
FP
FP
FP
APC
PC
PC
KP
PC
PC
PC
KP
PC
FP
PC
KP
FP
FP
KP
PC
CP
FA
KP
PC
PC
PC
FP
PC
PC
FP
PC
PC
PC
CP
PC
APC
FP
FP
APC
FP
PC
FP
FA
PC
PC
PC
FP
APC
PC
PC
APC
PC
FP
PC
PC
PC
KP
PC
PC
PC
PC
PC
PC
KP
KP
PC
FP
CP
KP
PC
PC
PC
PC
PC
PC
PC
APC
FP
PC
PC
FP
FP
PC
CP
PC
PC
PC
PC
FP
PC
PC
PC
PC
CP
PC
PC
PC
PC
PC
CP
PC
PC
PC
FP
PC
PC
PC
PC
FP
PC
PC
PC
CP
PC
FP
KP
FP
PC
PC
FP
PC
FA
APC
PC
PC
PC
PC
PC
KP
PC
PC
KP
PC
CP
PC
APC
CP
CP
PC
PC
KP
PC
CP
FP
PC
PC
PC
PC
CP
APC
KP
PC
PC
PC
PC
PC
FP
PC
PC
FP
PC
PC
FP
KP
PC
PC
PC
PC
PC
PC
PC
FP
PC
APC
KP
FP
FP
FP
APC
PC
APC
PC
PC
KP
FP
FP
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
APC
PC
FP
CP
PC
PC
CP
PC
PC
PC
FP
PC
FP
FA
FP
PC
FP
PC
CP
APC
CP
KP
PC
PC
KP
PC
PC
FP
PC
PC
PC
PC
PC
PC
FP
KP
PC
PC
APC
PC
PC
PC
PC
PC
FP
PC
KP
CP
PC
PC
FP
FA
FP
CP
PC
CP
FP
PC
PC
PC
PC
PC
FP
PC
FP
PC
FP
PC
PC
PC
FP
PC
FP
APC
PC
CP
CP
FP
PC
PC
PC
KP
FP
FA
PC
APC
PC
CP
KP
PC
PC
FA
PC
PC
PC
PC
KP
PC
PC
PC
FP
PC
PC
KP
PC
APC
PC
FP
KP
FP
PC
APC
FP
FP
CP
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
CP
CP
PC
PC
APC
FP
PC
FP
KP
APC
APC
PC
CP
PC
PC
FP
KP
PC
PC
PC
PC
PC
KP
PC
PC
PC
PC
PC
KP
PC
FP
PC
PC
PC
CP
PC
KP
PC
PC
APC
PC
PC
CP
PC
PC
KP
PC
PC
FA
PC
PC
CP
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
PC
FP
FP
PC
PC
PC
PC
FA
KP
PC
PC
APC
CP
PC
PC
PC
KP
CP
APC
PC
FP
CP
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
FP
CP
FP
PC
PC
PC
KP
PC
FP
PC
PC
FA
FP
CP
CP
PC
FP
PC
FP
PC
APC
FP
PC
PC
APC
KP
PC
PC
CP
PC
PC
PC
PC
FP
FP
APC
PC
FA
FP
PC
PC
PC
PC
PC
CP
KP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
PC
PC
APC
PC
PC
FP
FP
PC
PC
PC
PC
CP
PC
KP
PC
PC
FP
PC
PC
PC
KP
KP
FP
FP
APC
KP
PC
FP
PC
PC
CP
PC
CP
FP
FP
PC
KP
PC
PC
PC
PC
KP
FP
PC
PC
PC
CP
CP
PC
KP
APC
PC
FP
PC
PC
FP
PC
PC
PC
KP
APC
CP
PC
APC
KP
FP
CP
PC
PC
PC
PC
PC
FP
PC
PC
FP
CP
PC
PC
KP
APC
PC
PC
PC
PC
FP
PC
PC
CP
CP
PC
APC
PC
CP
PC
APC
PC
PC
PC
PC
PC
PC
FP
CP
PC
PC
PC
PC
PC
FP
PC
PC
KP
PC
FP
PC
CP
PC
CP
PC
PC
PC
PC
KP
FP
PC
CP
FP
FA
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
CP
PC
FP
PC
APC
PC
PC
PC
FP
PC
PC
FP
PC
KP
KP
FP
APC
PC
FP
PC
PC
PC
CP
FP
PC
FP
APC
CP
APC
PC
FP
PC
PC
CP
PC
PC
PC
PC
CP
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
FP
PC
PC
PC
PC
PC
KP
PC
PC
PC
FP
KP
PC
PC
CP
PC
PC
KP
PC
PC
PC
PC
PC
KP
PC
FP
FP
FP
PC
FP
PC
PC
PC
PC
PC
PC
APC
APC
CP
PC
KP
PC
CP
PC
KP
KP
PC
PC
PC
APC
PC
PC
FP
FP
PC
PC
APC
PC
CP
PC
PC
PC
FP
PC
PC
PC
CP
FP
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
FA
PC
FP
PC
KP
PC
APC
CP
FP
PC
PC
PC
PC
PC
KP
PC
PC
FP
PC
PC
APC
PC
FA
PC
PC
FP
PC
PC
PC
PC
FA
KP
PC
PC
CP
PC
PC
FP
PC
PC
PC
PC
PC
CP
CP
PC
PC
PC
CP
PC
CP
FP
PC
CP
PC
PC
PC
CP
PC
PC
PC
PC
PC
FP
FA
PC
PC
FP
CP
PC
APC
CP
PC
PC
PC
CP
FP
PC
PC
CP
PC
PC
PC
PC
FA
PC
PC
PC
PC
PC
PC
APC
PC
PC
KP
PC
PC
PC
PC
FP
PC
PC
PC
FP
PC
PC
APC
PC
FP
PC
PC
PC
PC
FP
FA
PC
PC
KP
PC
FP
FP
PC
PC
FP
FP
CP
KP
PC
FP
FP
PC
KP
PC
PC
PC
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
APC
KP
FP
PC
KP
PC
PC
FP
PC
PC
PC
FP
APC
PC
PC
PC
FP
PC
PC
PC
PC
PC
CP
PC
PC
PC
FP
FA
CP
APC
PC
PC
KP
FP
PC
PC
PC
PC
PC
KP
CP
PC
FP
PC
PC
PC
PC
FP
PC
PC
PC
PC
FP
KP
PC
APC
CP
FP
PC
PC
KP
APC
FP
PC
PC
PC
PC
FP
PC
KP
PC
PC
PC
PC
PC
PC
PC
CP
CP
PC
PC
KP
FP
KP
PC
PC
PC
PC
KP
APC
PC
PC
FA
KP
PC
PC
PC
APC
KP
KP
PC
PC
PC
FP
APC
PC
APC
PC
PC
PC
CP
KP
KP
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
PC
PC
PC
PC
PC
KP
FP
CP
PC
CP
PC
PC
PC
APC
PC
FP
PC
PC
PC
PC
PC
FP
KP
PC
PC
PC
PC
FP
APC
APC
FP
CP
PC
PC
PC
KP
CP
FP
FP
CP
PC
PC
APC
PC
FP
FP
PC
PC
PC
APC
PC
PC
PC
PC
CP
PC
APC
PC
CP
PC
PC
PC
PC
CP
CP
PC
KP
PC
PC
PC
APC
FP
PC
PC
PC
FP
PC
PC
PC
PC
PC
FA
CP
PC
PC
KP
PC
PC
PC
PC
PC
FP
PC
PC
KP
PC
PC
KP
PC
PC
PC
APC
PC
KP
PC
PC
PC
FP
APC
FP
KP
KP
PC
PC
APC
PC
FP
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
FP
PC
PC
CP
KP
PC
PC
PC
KP
PC
FP
FP
PC
PC
PC
PC
KP
FP
PC
CP
CP
KP
CP
FP
PC
FP
KP
PC
PC
KP
PC
PC
PC
APC
CP
PC
PC
PC
PC
FP
FP
APC
KP
KP
PC
PC
PC
FP
KP
PC
FP
PC
PC
APC
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
PC
PC
PC
PC
KP
PC
PC
PC
PC
KP
FP
PC
PC
PC
FP
PC
PC
PC
PC
FP
APC
PC
PC
APC
APC
PC
PC
FP
PC
APC
PC
CP
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
FP
PC
PC
KP
PC
KP
FA
KP
PC
PC
PC
KP
PC
PC
CP
PC
PC
PC
PC
CP
PC
PC
CP
PC
PC
PC
PC
PC
CP
PC
PC
PC
CP
PC
FP
CP
CP
KP
PC
PC
PC
APC
FP
PC
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
FP
CP
CP
PC
FP
PC
PC
PC
PC
CP
KP
FA
PC
PC
CP
PC
PC
PC
FP
FP
FP
FP
CP
CP
PC
APC
PC
PC
PC
APC
PC
PC
CP
FP
CP
PC
APC
CP
PC
PC
PC
PC
PC
PC
PC
PC
FA
PC
PC
CP
CP
PC
FP
PC
FP
PC
PC
APC
PC
PC
PC
PC
PC
FP
PC
PC
PC
FP
APC
CP
FP
CP
PC
PC
PC
PC
APC
PC
APC
PC
PC
PC
FA
PC
PC
KP
PC
PC
PC
FP
KP
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
FP
FP
PC
CP
PC
PC
FP
PC
PC
PC
PC
PC
FP
FP
PC
CP
APC
KP
PC
CP
KP
FP
FP
PC
PC
FP
KP
PC
PC
PC
FP
FP
PC
PC
CP
CP
CP
FP
PC
PC
FP
PC
FP
PC
PC
FP
KP
PC
PC
KP
PC
CP
PC
CP
PC
CP
CP
PC
FP
FP
PC
PC
CP
PC
PC
PC
CP
PC
CP
PC
PC
PC
CP
FP
KP
PC
FP
PC
FP
PC
FP
CP
PC
PC
PC
KP
PC
PC
PC
PC
PC
FP
CP
PC
PC
FP
KP
PC
FP
CP
PC
KP
KP
PC
KP
PC
PC
PC
PC
KP
PC
PC
PC
CP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
PC
PC
CP
FP
CP
PC
APC
CP
PC
PC
PC
APC
FP
PC
KP
PC
PC
PC
APC
PC
PC
KP
PC
KP
FP
PC
PC
FP
CP
PC
KP
PC
KP
PC
FP
CP
FP
PC
PC
KP
PC
FP
PC
KP
PC
PC
PC
PC
PC
PC
PC
PC
FP
FP
APC
APC
KP
PC
PC
APC
PC
PC
CP
FP
PC
PC
PC
PC
PC
FP
CP
PC
PC
PC
PC
PC
PC
KP
CP
CP
FP
PC
APC
PC
PC
PC
CP
PC
PC
FA
PC
FP
CP
PC
PC
PC
PC
FP
CP
PC
PC
FP
PC
PC
CP
PC
PC
PC
FP
CP
PC
KP
PC
FP
PC
PC
PC
PC
FP
PC
APC
PC
PC
FP
PC
PC
APC
PC
FP
PC
KP
PC
FP
CP
PC
PC
PC
APC
PC
PC
PC
PC
FP
PC
PC
APC
PC
PC
FP
PC
PC
APC
PC
FP
FP
PC
APC
PC
FP
PC
PC
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
FP
CP
FP
PC
APC
PC
PC
PC
APC
PC
CP
FP
PC
FP
CP
PC
PC
PC
FA
PC
FP
KP
PC
PC
FP
KP
PC
KP
PC
FP
PC
PC
KP
PC
PC
PC
PC
PC
FP
PC
FP
PC
APC
PC
PC
FP
CP
PC
CP
CP
PC
PC
PC
APC
PC
APC
FP
PC
PC
PC
FP
FP
PC
KP
PC
CP
PC
PC
KP
CP
CP
PC
FP
PC
PC
PC
PC
KP
PC
PC
PC
PC
APC
PC
PC
PC
PC
APC
PC
PC
PC
PC
PC
FP
FP
PC
PC
PC
PC
FP
CP
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
CP
PC
PC
PC
APC
PC
CP
PC
APC
PC
PC
APC
PC
CP
PC
PC
PC
CP
PC
FP
FP
PC
FP
PC
CP
PC
APC
PC
FP
PC
PC
PC
KP
KP
KP
PC
FA
PC
PC
KP
APC
PC
CP
PC
PC
FP
PC
PC
PC
PC
PC
FP
PC
PC
CP
PC
PC
FP
PC
PC
PC
PC
PC
FP
PC
PC
FP
PC
PC
PC
PC
PC
FP
CP
CP
PC
FP
PC
KP
PC
PC
PC
APC
PC
APC
PC
PC
PC
FP
PC
PC
PC
PC
KP
PC
KP
PC
APC
PC
PC
FP
KP
PC
FP
PC
PC
PC
PC
CP
PC
CP
PC
KP
PC
PC
PC
PC
CP
PC
PC
FP
PC
PC
PC
PC
FP
PC
FP
PC
PC
FA
PC
PC
PC
PC
PC
APC
PC
CP
KP
APC
PC
CP
CP
PC
PC
CP
FP
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
PC
FP
KP
FP
PC
KP
PC
CP
PC
PC
PC
PC
FP
FP
FP
PC
PC
FP
PC
PC
PC
APC
CP
PC
PC
PC
PC
PC
APC
APC
PC
PC
KP
PC
KP
PC
KP
PC
PC
PC
PC
PC
PC
PC
PC
FP
FP
PC
PC
PC
PC
PC
PC
APC
PC
PC
PC
PC
CP
APC
APC
APC
PC
FP
FP
PC
FP
PC
FP
PC
PC
KP
FP
PC
PC
FP
PC
PC
PC
PC
FP
PC
APC
CP
FP
PC
PC
CP
FP
PC
PC
FP
FP
FP
FP
CP
PC
PC
KP
PC
PC
CP
APC
PC
CP
PC
PC
PC
FP
CP
PC
CP
PC
PC
PC
PC
PC
PC
APC
FP
PC
FP
PC
PC
CP
PC
PC
APC
PC
PC
FP
PC
CP
CP
PC
PC
PC
FP
PC
PC
PC
KP
FP
KP
PC
PC
FP
PC
PC
PC
FA
PC
PC
PC
PC
CP
PC
FP
KP
PC
PC
APC
PC
FA
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
KP
PC
PC
FP
PC
FP
CP
PC
KP
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
FP
FP
PC
KP
PC
FP
KP
FP
CP
PC
FP
CP
PC
PC
PC
PC
PC
PC
FP
CP
PC
PC
PC
PC
KP
CP
PC
PC
CP
PC
FP
KP
PC
PC
PC
PC
CP
PC
KP
APC
PC
PC
FP
PC
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
KP
PC
CP
FP
FA
CP
PC
PC
CP
APC
FP
PC
PC
CP
CP
KP
PC
KP
FP
KP
PC
APC
PC
PC
FP
PC
PC
PC
PC
PC
PC
PC
FP
KP
FP
KP
PC
KP
PC
FP
FP
PC
PC
PC
PC
PC
KP
KP
PC
PC
PC
PC
APC
CP
PC
CP
FP
PC
PC
FP
PC
PC
KP
PC
PC
PC
PC
FP
PC
PC
PC
PC
FP
KP
PC
PC
CP
CP
PC
FP
PC
CP
KP
FP
KP
PC
FP
PC
PC
FP
PC
PC
PC
PC
PC
PC
KP
FP
PC
CP
PC
CP
FP
KP
PC
FP
FA
PC
FP
PC
PC
PC
PC
CP
CP
FP
FP
PC
PC
KP
PC
PC
FP
PC
PC
PC
PC
CP
PC
PC
PC
APC
FP
FP
FP
PC
FP
PC
FP
PC
APC
PC
PC
KP
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
KP
PC
PC
FP
PC
PC
FP
KP
PC
APC
FP
KP
PC
FP
PC
PC
PC
FP
PC
PC
PC
PC
FP
PC
APC
APC
PC
PC
CP
PC
PC
PC
PC
PC
PC
CP
FP
PC
KP
PC
PC
PC
PC
PC
PC
APC
CP
PC
PC
FP
PC
PC
PC
APC
FP
PC
PC
FP
PC
PC
PC
PC
PC
PC
APC
APC
PC
PC
CP
PC
KP
FA
PC
PC
PC
PC
CP
PC
FP
CP
PC
PC
FP
PC
PC
PC
FP
PC
CP
PC
PC
PC
PC
PC
PC
PC
APC
PC
FP
PC
PC
PC
FP
FP
FP
PC
FP
PC
PC
FP
KP
PC
FP
PC
PC
FP
PC
PC
CP
PC
PC
KP
PC
PC
FA
APC
FP
PC
PC
FP
PC
PC
CP
KP
KP
FP
KP
PC
PC
PC
CP
PC
PC
PC
PC
PC
FP
KP
PC
PC
PC
FP
FP
CP
CP
CP
FP
FP
PC
FP
FP
PC
CP
PC
PC
PC
PC
PC
PC
PC
APC
FP
PC
KP
PC
PC
PC
PC
PC
APC
PC
PC
PC
APC
KP
PC
PC
FP
KP
PC
PC
PC
PC
PC
FP
PC
KP
PC
PC
PC
PC
KP
PC
FP
APC
PC
PC
PC
PC
PC
KP
CP
PC
PC
CP
FP
PC
KP
PC
PC
PC
FP
KP
CP
FP
PC
FP
APC
FP
PC
PC
KP
PC
PC
CP
PC
FP
CP
PC
CP
PC
PC
KP
PC
KP
FP
PC
PC
PC
PC
CP
PC
FP
PC
PC
KP
PC
PC
FP
PC
PC
PC
CP
PC
KP
PC
PC
FP
FP
APC
FP
PC
KP
PC
PC
PC
KP
FP
PC
CP
PC
APC
PC
PC
FP
PC
FP
KP
PC
PC
PC
CP
PC
FP
PC
PC
PC
CP
FP
KP
PC
PC
PC
PC
PC
KP
PC
APC
PC
FP
CP
PC
PC
CP
CP
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
PC
FP
PC
PC
KP
PC
PC
APC
PC
PC
FP
PC
PC
KP
PC
FP
PC
PC
PC
FP
APC
PC
PC
PC
FA
CP
PC
CP
PC
PC
KP
PC
PC
PC
FP
FP
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
PC
APC
APC
PC
PC
APC
PC
CP
PC
PC
PC
FP
FP
KP
CP
PC
APC
PC
FP
FP
PC
PC
CP
APC
PC
FP
FP
PC
APC
CP
PC
PC
CP
PC
FP
PC
PC
FP
PC
FP
FP
PC
PC
PC
PC
PC
PC
PC
KP
PC
PC
PC
PC
PC
FP
PC
PC
PC
FP
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
CP
PC
PC
APC
KP
PC
CP
PC
FP
APC
PC
PC
FA
FA
PC
PC
FP
PC
PC
PC
FP
PC
FP
PC
CP
FP
PC
PC
KP
PC
PC
PC
APC
FP
PC
PC
PC
CP
CP
PC
PC
PC
FP
CP
PC
FP
PC
KP
PC
PC
PC
PC
PC
FP
PC
PC
PC
FP
CP
PC
FP
PC
PC
PC
CP
PC
APC
KP
CP
PC
PC
PC
PC
PC
CP
CP
CP
PC
PC
FP
PC
KP
PC
PC
PC
FP
CP
PC
KP
CP
PC
FP
PC
PC
PC
FP
APC
KP
CP
CP
APC
PC
APC
PC
APC
PC
APC
CP
PC
FP
PC
PC
FP
APC
FP
CP
KP
FP
KP
PC
FP
PC
FP
CP
FP
PC
PC
APC
PC
KP
APC
PC
FP
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
FA
FP
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
PC
APC
PC
FP
KP
KP
PC
APC
PC
PC
PC
PC
PC
KP
PC
PC
PC
PC
PC
PC
CP
FP
PC
PC
CP
PC
FA
APC
PC
PC
PC
APC
APC
CP
FP
PC
PC
KP
APC
PC
PC
FP
PC
PC
PC
PC
FP
FP
APC
PC
PC
FP
PC
FP
PC
FP
PC
FP
PC
FP
FP
PC
PC
CP
PC
FP
CP
PC
PC
PC
PC
PC
FP
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
PC
PC
CP
CP
PC
PC
PC
PC
PC
PC
FP
PC
KP
CP
PC
PC
PC
PC
PC
PC
FP
FA
KP
PC
CP
PC
PC
PC
FP
PC
PC
FP
PC
KP
FP
PC
CP
PC
FP
KP
PC
FP
FP
PC
CP
FP
FP
PC
PC
PC
PC
KP
PC
PC
PC
PC
PC
PC
PC
CP
CP
PC
PC
APC
PC
PC
CP
APC
PC
PC
PC
PC
CP
APC
PC
CP
CP
FP
FP
PC
PC
APC
PC
PC
PC
CP
PC
PC
PC
PC
PC
FP
PC
APC
PC
FP
PC
PC
PC
CP
PC
PC
FP
PC
FP
APC
KP
PC
FP
KP
PC
KP
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
PC
APC
FP
PC
FP
PC
CP
FP
KP
PC
FP
PC
APC
PC
PC
PC
FP
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
PC
FA
PC
PC
PC
PC
FP
PC
PC
PC
PC
PC
APC
PC
CP
FP
FP
PC
FP
CP
FP
FP
FP
PC
KP
PC
PC
APC
FP
CP
CP
PC
PC
CP
PC
KP
FP
PC
PC
PC
PC
FP
PC
FP
PC
APC
APC
FP
APC
PC
APC
PC
FP
FP
PC
PC
FP
PC
APC
PC
PC
PC
FP
PC
PC
FP
PC
PC
PC
PC
PC
PC
CP
CP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
KP
PC
PC
PC
PC
PC
PC
PC
PC
KP
FP
PC
KP
PC
FP
CP
PC
APC
PC
PC
FP
PC
FP
PC
PC
PC
PC
APC
PC
PC
APC
PC
FP
PC
APC
CP
PC
FP
PC
PC
FA
FP
FP
FA
PC
PC
PC
PC
CP
CP
PC
PC
PC
PC
FP
FP
PC
PC
PC
FP
FP
FP
CP
FA
KP
PC
FP
PC
PC
PC
CP
PC
PC
PC
PC
KP
PC
PC
CP
APC
PC
PC
FP
PC
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
CP
APC
PC
PC
CP
KP
FP
PC
APC
CP
PC
PC
PC
PC
PC
PC
FP
KP
PC
FP
PC
PC
APC
PC
PC
APC
PC
PC
PC
FP
FP
PC
PC
PC
PC
PC
PC
PC
PC
CP
PC
PC
KP
KP
FP
FP
PC
APC
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
FA
PC
FP
PC
KP
FP
KP
CP
PC
FP
PC
PC
PC
PC
FP
PC
PC
PC
PC
FP
PC
PC
PC
FP
PC
PC
PC
KP
PC
PC
CP
PC
PC
PC
PC
KP
PC
PC
PC
CP
FP
PC
PC
PC
FP
APC
PC
PC
PC
APC
CP
PC
PC
FA
PC
PC
PC
PC
PC
PC
PC
PC
FP
PC
FA
FP
PC
PC
KP
FP
PC
PC
PC
PC
PC
PC
CP
CP
PC
PC
PC
FP
KP
PC
CP
PC
KP
PC
PC
FP
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
FP
FP
PC
PC
KP
PC
FP
PC
PC
PC
PC
PC
PC
KP
PC
FP
PC
PC
PC
PC
PC
PC
KP
PC
FP
CP
FP
PC
CP
PC
PC
FP
FP
PC
PC
PC
FP
PC
PC
PC
PC
PC
PC
KP
PC
PC
FP
APC
PC
CP
FA
PC
KP
PC
FP
PC
KP
CP
CP
CP
PC
PC
CP
PC
PC
PC
PC
APC
KP
PC
CP
PC
FP
PC
PC
APC
PC
KP
APC
PC
CP
PC
CP
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
PC
FP
PC
PC
PC
KP
PC
FP
FP
FA
PC
PC
PC
PC
PC
PC
APC
PC
APC
PC
PC
PC
PC
CP
FP
FP
PC
PC
CP
PC
KP
PC
PC
PC
PC
PC
FP
PC
PC
FP
PC
CP
PC
FP
PC
PC
FP
PC
PC
PC
PC
PC
PC
PC
APC
PC
PC
PC
PC
PC
CP
PC
PC
PC
PC
FP
FP
PC
PC
PC
PC
PC
KP
APC
PC
PC
APC
PC
KP
PC
PC
PC
CP
PC
PC
APC
PC
PC
KP
PC
PC
APC
PC
PC
PC
PC
PC
PC
PC
PC
PC
PC
APC
PC
PC
PC
PC
PC
PC
KP
PC
FP
PC
